"Dimension Id"	Beskrivning	Längd	Bredd	Höjd
132710		"43,5"	35	13
132711		45	"38,2"	35
132712		10	37	23
132713		20	"14,5"	21
132714		"20,5"	"4,5"	"4,5"
132715		8	33	16
132716		12	12	16
132717		14	21	8
132718		16	"3,5"	"6,5"
132719		"29,4"	"29,4"	22
132720		"13,5"	"13,5"	100
132721		"6,8"	"6,8"	"19,5"
132722		"8,5"	"8,5"	"26,5"
132723		"15,9"	"15,9"	"101,8"
132724		39	26	24
132725		"16,6"	"29,7"	"29,4"
132726		"6,9"	"6,9"	"19,4"
132727		8	8	"27,5"
132728		"37,2"	24	"20,1"
132729		16	16	102
132730		61	54	3
132731		120	80	221
132732		120	80	211
132733		136	100	12
132734		"18,5"	"12,5"	20
132735		122	244	"0,3"
132736		245	123	75
132737		"24,6"	"43,7"	"72,5"
132738		"1,3"	9	25
132739		25	13	25
132740		29	"39,5"	21
132741		34	16	32
132743		77	"39,5"	24
132744		"59,1"	"39,7"	"69,3"
132745		10	"9,5"	21
132746		"20,5"	9	"49,5"
132747		19	"12,2"	"29,5"
132748		"23,9"	11	"31,5"
132749		"23,9"	11	31
132750		40	40	"72,5"
132751		"66,7"	"48,2"	"47,8"
132752		"56,2"	"38,4"	38
132753		"38,3"	"38,3"	"4,2"
132754		"9,4"	"14,2"	"21,4"
132755		71	"53,5"	"32,4"
132756		120	80	"208,9"
132757		42	25	"25,5"
132758		"12,5"	"8,5"	8
132759		"14,3"	9	"8,8"
132760		"19,5"	"9,3"	"6,1"
132761		"16,5"	"6,4"	"2,8"
132762		"15,5"	9	"7,8"
132763		28	"16,8"	6
132764		80	60	34
132765		"67,5"	54	"17,2"
132766		113	16	21
132767		"14,6"	"9,2"	16
132768		"33,5"	17	8
132769		36	"34,5"	"36,5"
132770		"54,5"	"29,5"	35
132771		124	"19,1"	15
132772		"111,9"	"18,9"	"15,4"
132773		120	80	"137,7"
132774		"12,6"	"8,5"	6
132775		"15,5"	"8,5"	"2,5"
132776		27	"20,5"	"33,3"
132777		"37,4"	"37,7"	"11,6"
132778		"72,3"	"38,8"	"10,4"
132779		"57,4"	25	9
132780		"11,4"	104	82
132781		104	"3,8"	82
132782		"20,5"	3	"8,5"
132783		23	17	"18,5"
132784		120	80	"123,4"
132785		40	30	109
132786		27	19	9
132787		9	"8,5"	"8,5"
132788		34	"32,5"	"23,5"
132789		"16,5"	5	22
132790		"25,3"	9	5
132791		27	"19,5"	17
132792		"45,1"	"45,1"	"31,8"
132793		"44,7"	"44,7"	"31,8"
132794		"44,5"	"45,2"	"31,8"
132795		"44,9"	"44,9"	"31,8"
132796		"23,5"	"6,5"	"2,5"
132797		"27,5"	24	"17,2"
132798		"21,5"	"6,5"	3
132799		20	33	14
132800		"20,5"	"6,4"	3
132801		26	"5,9"	"5,5"
132802		"27,5"	17	"14,5"
132803		"14,5"	"2,7"	"2,4"
132804		"23,6"	"15,8"	"12,2"
132805		"2,6"	"6,5"	"3,8"
132806		"24,9"	"16,9"	"12,7"
132807		"13,5"	"42,5"	"11,2"
132808		"10,5"	"12,5"	"8,3"
132809		"14,8"	"22,9"	13
132810		35	22	"1,5"
132811		"6,5"	"23,5"	"6,5"
132812		"4,4"	"12,5"	"4,4"
132813		"8,3"	"8,3"	"25,8"
132814		34	"26,5"	27
132815		"17,5"	25	32
132816		"20,3"	16	"17,8"
132817		"1,5"	16	"21,9"
132818		"71,5"	62	30
132819		42	26	26
132820		"51,1"	"28,7"	13
132821		"83,8"	"38,6"	"12,2"
132822		"57,7"	"43,8"	19
132823		"65,3"	"19,6"	"4,2"
132824		"36,6"	"8,3"	"5,4"
132825		"17,4"	"19,6"	"7,8"
132826		"17,6"	"19,8"	"8,2"
132827		"14,4"	14	7
132828		"17,5"	"18,8"	"8,6"
132829		"30,8"	"10,5"	"3,2"
132830		"23,6"	"7,8"	"3,4"
132831		"46,8"	5	"2,6"
132832		"31,8"	32	"11,2"
132833		"33,6"	"26,2"	"6,2"
132834		"31,2"	26	"6,8"
132835		"21,8"	"24,4"	"19,8"
132836		"33,2"	"25,9"	"6,4"
132837		"31,4"	"25,7"	"7,2"
132838		"28,5"	"22,7"	"2,8"
132839		"29,4"	"10,7"	"2,8"
132840		"43,3"	"42,6"	8
132841		"27,8"	"22,2"	"7,4"
132842		"42,1"	"10,5"	5
132843		"28,9"	"21,9"	"2,4"
132844		"30,7"	"26,1"	"7,2"
132845		"19,6"	"10,9"	"2,8"
132846		"49,5"	"5,2"	"2,8"
132847		"27,1"	"13,9"	"9,6"
132848		"35,8"	"7,5"	"4,2"
132849		"35,9"	"8,6"	"5,4"
132850		"14,7"	"4,9"	"4,4"
132851		"21,8"	"17,3"	"7,2"
132852		"105,8"	"13,6"	"7,8"
132853		"36,8"	"8,3"	"5,8"
132854		"34,8"	"16,5"	"11,8"
132855		"110,6"	"12,6"	"13,8"
132856		19	"10,8"	"5,2"
132857		"47,5"	"36,3"	"7,8"
132858		"35,6"	"15,1"	7
132859		"47,3"	"35,3"	"8,4"
132860		"35,2"	15	7
132861		"27,9"	"10,2"	"3,8"
132862		"84,4"	"29,2"	"3,6"
132863		"32,2"	"9,3"	"5,8"
132864		"36,7"	"9,2"	"4,4"
132865		"37,9"	"42,4"	"5,8"
132866		"19,8"	"9,8"	"5,2"
132867		"6,2"	"6,2"	"0,8"
132868		17	"1,3"	1
132869		37	"3,4"	"3,4"
132870		"1,8"	"1,8"	51
132871		"19,2"	"4,9"	"4,9"
132872		29	"3,4"	"3,4"
132873		21	"3,4"	"3,4"
132874		"2,5"	"2,5"	63
132875		28	8	"0,1"
132876		"18,8"	"9,7"	"8,9"
132877		"9,5"	"9,5"	"1,2"
132878		25	"3,4"	"3,4"
132879		17	"3,4"	"3,4"
132880		22	10	"0,1"
132881		5	5	"0,6"
132882		6	"4,1"	8
132883		"5,5"	"17,6"	"9,5"
132884		"29,5"	26	37
132885		"13,5"	19	"30,5"
132886		"39,5"	"19,5"	24
132887		19	13	"23,1"
132888		29	26	"25,5"
132889		"28,5"	12	"28,5"
132890		"19,5"	13	24
132891		"29,5"	26	44
132892		"12,2"	19	29
132893		"39,5"	28	18
132901		"8,2"	"26,4"	"2,6"
132902		"12,1"	"25,6"	"5,6"
132903		"21,5"	"28,8"	"6,8"
132904		"29,4"	34	3
132905		"61,4"	"61,2"	"5,8"
132906		40	27	"5,2"
132907		235	40	8
132908		231	12	"9,5"
132909		"11,6"	"6,8"	"23,2"
132910		100	"7,6"	"6,8"
132911		"6,5"	"25,5"	"18,5"
132912		"28,6"	"19,1"	"20,2"
132913		"21,3"	"34,8"	"9,4"
132914		"20,2"	"34,7"	"7,6"
132915		20	33	"9,2"
132916		"20,2"	"34,2"	"8,8"
132917		"19,8"	"33,9"	"7,8"
132919		"13,5"	"26,4"	"7,6"
132921		"14,9"	"28,8"	"6,4"
132922		"12,3"	"26,6"	"4,2"
132923		"11,8"	"26,9"	"5,7"
132924		"14,2"	"30,1"	"5,4"
132925		"13,8"	"29,9"	"7,5"
132926		38	"20,5"	3
132927		"40,5"	40	38
132928		"51,6"	54	"10,4"
132929		"55,5"	"47,5"	"13,8"
132930		"49,3"	"54,8"	"12,4"
132931		"57,1"	"57,1"	12
132932		80	80	120
132933		100	80	120
132934		145	30	30
132935		30	30	145
132936		100	80	60
132937		500	50	50
132938		60	80	150
132939		300	50	50
132940		40	60	150
132941		60	40	150
132942		200	80	120
132943		40	60	100
132944		90	80	120
132945		150	80	60
132946		90	80	12
132947		145	60	40
132948		60	80	125
132949		"6,5"	18	"5,2"
132950		"76,9"	"23,5"	"9,8"
132951		"19,2"	"41,8"	"7,8"
132952		38	"20,6"	"8,6"
132953		80	60	50
132954		80	20	40
132955		37	24	19
132956		42	26	12
132957		160	120	80
132958		180	60	40
132959		78	"37,5"	13
132960		113	58	30
132961		130	80	60
132962		73	35	11
132963		43	26	12
132964		38	24	19
132965		"5,2"	"8,1"	"19,6"
132966		"10,9"	"10,9"	"0,1"
132967		30	30	9
132968		"10,2"	"5,2"	3
132969		"12,5"	"3,5"	"1,8"
132970		16	15	9
132971		"2,1"	"2,1"	"1,3"
132972		"3,2"	"3,4"	2
132973		29	12	9
132974		12	"2,7"	"0,4"
132975		12	10	5
132976		"8,1"	"1,8"	2
132977		"7,5"	"3,4"	2
132978		11	"1,8"	"1,8"
132979		"7,8"	"2,7"	"1,5"
132980		15	14	8
132981		9	9	"0,3"
132982		8	"4,3"	"1,8"
132983		11	"2,2"	1
132984		15	14	6
132985		"4,3"	1	1
132986		"23,4"	20	"32,4"
132987		"64,5"	49	"32,5"
132988		6	"11,5"	"23,5"
132989		60	40	50
132990		60	40	5
132991		80	30	20
132992		130	120	60
132993		"79,3"	62	"17,4"
132994		"6,6"	"3,1"	"3,1"
132995		"68,5"	7	"68,5"
132996		"159,5"	7	"159,5"
132997		"15,7"	"3,1"	"3,1"
132998		"12,7"	"3,1"	"3,1"
132999		"129,5"	7	"129,5"
133000		"26,2"	"12,3"	"5,4"
133001		"25,5"	"16,3"	8
133002		"20,5"	"14,2"	"7,8"
133003		"20,8"	"14,7"	"7,8"
133004		"7,3"	"7,8"	"10,6"
133005		"26,2"	"32,7"	13
133006		"12,7"	26	"5,8"
133007		13	"26,5"	"3,6"
133008		"12,1"	"26,8"	"3,6"
133009		"13,4"	"20,7"	"3,2"
133010		"12,3"	"20,6"	3
133011		"13,4"	"20,9"	3
133012		"13,5"	"20,8"	"3,4"
133013		"6,5"	"7,8"	"10,6"
133014		"20,3"	"14,5"	"7,8"
133015		"7,7"	"7,7"	"10,6"
133016		"13,6"	"20,7"	"3,2"
133017		"13,7"	"20,6"	"3,2"
133018		"30,9"	"31,6"	7
133019		"49,2"	"24,2"	"12,4"
133020		"31,9"	"21,4"	"7,6"
133021		"21,4"	"32,4"	"7,2"
133022		"19,4"	"26,4"	"8,8"
133023		"23,5"	"28,9"	"8,2"
133024		"20,9"	"30,2"	10
133025		"17,2"	"24,6"	"8,6"
133026		"6,7"	"7,4"	"10,6"
133027		6	"6,8"	"3,6"
133028		20	"15,2"	"7,8"
133029		"6,3"	"6,8"	"3,6"
133030		"7,2"	"7,8"	"10,6"
133031		"6,7"	"7,6"	"10,6"
133032		"48,4"	50	"11,4"
133033		"47,6"	"53,4"	13
133034		"47,4"	"47,3"	"12,8"
133035		"8,7"	"8,1"	"24,1"
133036		"55,6"	"45,9"	"40,6"
133037		"30,2"	"25,2"	"17,8"
133038		"38,5"	"32,5"	48
133039		"46,5"	"36,5"	"7,5"
133040		"6,6"	"6,6"	"28,2"
133041		"37,2"	"20,1"	24
133042		"22,8"	"29,2"	"29,2"
133043		50	26	13
133044		45	30	15
133045		55	31	16
133046		28	12	8
133047		80	35	13
133048		28	14	10
133049		66	31	10
133050		40	60	18
133051		"77,5"	44	20
133052		"60,6"	"53,2"	"14,2"
133053		"70,9"	"58,3"	"5,4"
133054		"70,8"	"58,4"	"4,6"
133055		"41,4"	"29,5"	"6,8"
133056		"28,6"	"36,2"	4
133057		"60,5"	"53,5"	"11,4"
133058		"28,9"	"39,6"	"6,8"
133059		"63,1"	"25,3"	"9,8"
133060		"46,5"	30	"10,2"
133061		"36,9"	29	"3,2"
133062		"35,2"	"28,7"	"6,4"
133063		"28,8"	"36,3"	"4,2"
133064		"53,3"	"59,2"	"11,8"
133065		"61,9"	"52,9"	"10,6"
133066		"46,4"	"9,6"	"10,6"
133067		"6,2"	"6,8"	"3,4"
133068		"69,1"	"56,9"	"5,4"
133069		"28,8"	"37,6"	"2,4"
133070		35	"21,8"	"15,4"
133071		"30,2"	"27,8"	"8,8"
133072		"30,1"	"35,4"	"17,8"
133073		"22,3"	"19,8"	"9,4"
133074		"43,9"	12	"5,5"
133075		"21,3"	"19,3"	"10,8"
133076		30	"26,9"	"7,5"
133077		"57,3"	"15,3"	11
133078		"37,2"	"28,7"	"10,4"
133079		"42,9"	"14,7"	"8,7"
133080		"31,4"	"19,5"	"14,8"
133081		"54,1"	"51,2"	"11,2"
133082		"68,9"	"58,6"	6
133083		"15,2"	"12,7"	"3,4"
133084		"11,4"	"11,4"	4
133085		"20,5"	"6,1"	"2,7"
133086		"22,4"	"18,8"	"4,8"
133087		16	16	"15,5"
133088		30	"26,5"	"18,5"
133089		"9,8"	"1,6"	"17,2"
133090		"9,9"	"1,4"	17
133091		"23,5"	"10,8"	"18,1"
133092		"9,8"	"2,9"	"17,2"
133093		"41,5"	"28,5"	"21,5"
133094		35	30	"15,5"
133095		"9,8"	"1,1"	"17,2"
133096		"36,6"	"31,6"	"20,6"
133097		"9,8"	"2,5"	"17,2"
133098		"9,8"	"3,8"	"17,2"
133099		"9,8"	"1,4"	"17,2"
133100		27	21	21
133101		35	30	20
133102		"9,8"	4	"17,2"
133103		30	25	50
133104		120	10	11
133105		120	35	11
133106		"39,1"	"26,6"	"29,3"
133107		130	30	20
133108		"75,6"	"37,8"	"19,8"
133109		23	23	50
133110		19	19	55
133111		"23,5"	12	17
133112		"25,7"	"31,5"	"8,7"
133113		31	31	52
133114		"14,8"	21	21
133115		"20,4"	24	"30,4"
133116		31	27	"43,7"
133117		5	"2,1"	"2,1"
133118		34	34	1
133119		10	15	5
133120		10	15	"7,5"
133121		35	35	28
133122		40	48	19
133123		47	55	22
133124		"40,5"	"40,5"	1
133125		46	46	46
133126		"58,5"	"58,5"	109
133127		23	14	13
133128		5	27	25
133129		10	"8,5"	"8,5"
133130		"1,1"	4	46
133131		"44,5"	16	22
133132		8	14	28
133133		40	"40,5"	"40,5"
133134		"13,5"	37	37
133135		20	36	8
133136		81	38	"43,5"
133137		2	"11,5"	25
133138		24	16	17
133139		53	"40,5"	"41,5"
133140		19	"25,5"	"25,5"
133141		"0,7"	4	16
133142		53	30	10
133143		9	13	30
133144		56	33	33
133145		3	11	"18,5"
133146		56	35	34
133147		"12,5"	"22,5"	16
133148		10	"8,5"	16
133149		19	33	33
133150		53	19	34
133151		15	32	"11,5"
133152		"26,5"	"34,5"	"34,5"
133153		3	3	"10,5"
133154		"17,5"	13	54
133155		19	54	54
133156		59	56	41
133157		"25,5"	"1,2"	6
133158		"15,7"	31	"8,5"
133159		"25,5"	"1,5"	6
133160		"80,5"	24	24
133161		"9,5"	12	80
133162		"11,5"	16	16
133163		5	8	14
133164		"8,6"	7	"44,5"
133165		11	"22,5"	"22,5"
133166		48	"47,5"	25
133167		5	32	30
133168		"0,8"	4	44
133169		"49,5"	21	18
133170		"4,5"	"11,5"	"11,5"
133171		36	26	16
133172		"0,9"	4	16
133173		1	"2,5"	250
133174		10	16	22
133175		"41,5"	"27,5"	58
133176		"18,5"	"25,5"	"25,5"
133177		51	40	30
133178		"59,5"	"37,5"	12
133179		30	38	38
133180		9	14	28
133181		253	"13,2"	9
133182		15	43	10
133183		"6,5"	3	28
133184		2	10	150
133185		3	"12,4"	"25,5"
133186		26	13	13
133187		40	29	55
133188		"12,5"	16	16
133189		55	25	42
133190		7	11	28
133191		"8,5"	40	22
133192		"0,8"	40	22
133193		45	42	40
133194		8	"11,5"	16
133195		"12,5"	"19,5"	"19,5"
133196		138	40	14
133197		80	40	28
133198		"30,6"	6	"5,1"
133199		16	12	16
133200		25	15	4
133201		"80,1"	"59,5"	"33,2"
133202		10	10	11
133203		8	8	14
133204		"9,5"	"9,5"	11
133205		23	15	9
133206		"28,5"	30	"23,5"
133207		"10,5"	35	"15,5"
133208		6	6	12
133209		"20,3"	"21,9"	"17,4"
133210		"20,9"	"21,6"	17
133211		"46,1"	"43,9"	"16,6"
133212		"9,2"	8	8
133213		"11,4"	"8,5"	9
133214		"31,1"	"29,8"	"24,8"
133215		"30,1"	"30,1"	"24,8"
133216		"14,2"	"8,1"	"3,2"
133217		"12,6"	8	"2,4"
133218		"15,1"	"7,6"	"2,5"
133219		"102,5"	87	21
133220		"21,9"	"20,2"	"17,4"
133221		22	"17,5"	4
133222		253	80	39
133223		33	"4,5"	"8,5"
133224		"32,4"	"11,4"	3
133225		"40,1"	"25,3"	"10,6"
133226		"49,8"	"20,8"	"11,6"
133227		"27,7"	30	"8,4"
133228		"28,5"	"28,5"	"19,3"
133229		19	9	23
133230		"28,5"	"28,5"	"19,5"
133231		27	9	28
133232		"41,5"	25	35
133233		11	20	6
133234		"13,8"	5	"18,5"
133235		"12,9"	5	"17,8"
133236		"7,9"	"3,7"	"13,4"
133237		"8,8"	"2,7"	"13,4"
133238		"13,5"	"5,6"	"17,8"
133239		"8,1"	"3,2"	"13,8"
133240		"156,5"	15	25
133241		"112,5"	"2,5"	15
133242		82	"39,1"	11
133243		78	"8,5"	4
133244		120	80	76
133245		120	80	81
133246		120	80	84
133247		120	80	"108,9"
133248		120	80	"92,7"
133249		120	80	"94,2"
133250		120	80	"70,5"
133251		120	80	61
133252		"84,1"	"68,4"	"31,5"
133253		"83,8"	"56,5"	"31,5"
133254		"4,5"	"8,2"	"15,1"
133255		"24,5"	21	10
133256		"24,5"	18	"6,8"
133257		39	29	"27,5"
133258		38	32	18
133259		"3,5"	"2,2"	"14,1"
133260		"15,2"	"12,4"	"15,7"
133261		"13,3"	"7,3"	"12,2"
133262		3	"6,3"	"12,7"
133263		"19,5"	"8,6"	16
133264		3	"7,5"	"14,7"
133265		"41,8"	"13,9"	"16,8"
133266		13	"10,2"	"15,2"
133267		3	"2,4"	"37,5"
133268		"38,4"	"10,1"	11
133269		"4,6"	"7,5"	"17,7"
133270		"19,7"	"8,5"	17
133271		"29,6"	"9,6"	"17,2"
133272		"19,1"	16	"8,1"
133273		"3,6"	"3,6"	"14,4"
133274		"26,2"	18	"23,8"
133275		"145,5"	80	120
133276		30	"18,5"	"15,4"
133277		44	26	"29,5"
133278		"56,8"	"53,4"	"14,6"
133279		54	"57,2"	"16,6"
133280		"65,4"	"52,6"	"15,4"
133281		113	80	29
133282		200	80	31
133283		34	80	34
133284		80	80	20
133285		80	80	40
133286		"120,1"	60	40
133287		34	80	60
133288		55	80	35
133289		"120,2"	60	40
133290		"120,3"	60	40
133291		44	10	10
133292		"24,8"	"5,4"	5
133293		"33,8"	"11,8"	"1,2"
133294		"62,9"	"31,2"	"1,7"
133295		"9,8"	"10,9"	"4,4"
133296		"11,5"	"17,7"	"1,4"
133297		"6,9"	"6,9"	"18,6"
133298		20	"12,5"	"27,8"
133299		"20,6"	"26,4"	"8,4"
133300		60	80	"114,5"
133301		"12,5"	"5,5"	"2,5"
133302		177	80	120
133303		215	60	80
133304		22	"1,2"	"9,6"
133305		"22,5"	"19,6"	"8,8"
133306		50	32	4
133307		53	35	4
133308		47	27	15
133309		40	22	12
133310		39	39	25
133311		12	8	"6,1"
133312		80	120	"94,5"
133313		"16,5"	52	"45,5"
133314		57	"65,5"	26
133315		"31,5"	56	23
133316		31	"40,5"	47
133317		"31,2"	"40,5"	"53,5"
133318		"46,5"	33	"20,6"
133319		"31,5"	"19,1"	9
133320		"51,3"	"40,3"	"24,8"
133321		59	"39,1"	"24,2"
133322		153	49	"15,9"
133323		96	70	30
133324		122	92	240
133325		95	41	26
133326		122	71	"8,5"
133327		"85,7"	43	"24,2"
133328		"74,6"	"42,7"	25
133329		83	"8,5"	51
133330		139	"42,5"	12
133331		81	"10,3"	47
133332		103	"73,5"	30
133333		21	"10,5"	6
133334		"22,5"	11	"7,5"
133335		"88,8"	23	"2,7"
133336		100	"5,2"	"2,5"
133337		"30,5"	"11,5"	4
133338		43	14	3
133339		45	15	5
133340		120	"5,9"	"2,6"
133341		25	"11,9"	"4,4"
133342		"32,5"	"29,3"	"2,2"
133343		"33,3"	"29,9"	"2,4"
133344		"29,6"	"33,9"	"2,2"
133345		"38,4"	"29,9"	"1,8"
133346		"15,3"	"15,3"	5
133347		"16,5"	"7,5"	3
133348		20	15	7
133349		"34,5"	23	"18,5"
133350		31	26	5
133351		23	34	"4,5"
133352		20	11	2
133353		"23,5"	11	9
133354		"23,5"	11	"0,8"
133355		"53,5"	"25,5"	18
133356		24	12	6
133357		61	28	13
133358		"26,5"	12	"1,7"
133359		"26,5"	12	10
133360		60	29	18
133361		23	11	"2,5"
133362		23	11	15
133363		59	32	26
133364		30	13	6
133365		31	27	31
133366		22	"9,5"	"0,8"
133367		22	"9,5"	9
133368		43	"23,5"	42
133369		36	"29,5"	"21,5"
133370		35	"15,5"	3
133371		"23,5"	11	10
133372		53	"18,5"	"25,5"
133373		"21,5"	"8,4"	"0,5"
133374		"24,5"	"13,5"	7
133375		51	28	24
133376		"23,5"	11	"3,5"
133377		"23,5"	12	"0,6"
133378		"58,5"	"25,5"	"26,5"
133379		"27,5"	"17,5"	"4,5"
133380		36	"29,5"	22
133381		"27,5"	"17,5"	"0,5"
133382		24	11	6
133383		55	"24,5"	13
133384		24	11	1
133385		27	16	7
133386		"25,5"	"10,2"	"0,5"
133387		"20,5"	8	"0,7"
133388		"20,5"	8	8
133389		41	"21,5"	42
133390		24	"11,5"	6
133391		59	26	13
133392		"36,5"	30	"21,5"
133393		28	18	"0,5"
133394		28	18	"4,5"
133395		23	"10,5"	"0,8"
133396		"54,5"	"26,5"	10
133397		23	12	"0,6"
133398		58	25	26
133399		"27,5"	17	"4,5"
133400		"27,5"	17	"0,5"
133401		23	"11,5"	2
133402		23	"11,5"	12
133403		55	24	25
133404		20	10	"1,7"
133405		48	21	20
133406		"25,5"	10	"7,2"
133407		24	"12,5"	"0,7"
133408		"24,5"	12	"2,2"
133409		58	26	25
133410		"24,5"	12	13
133411		27	18	"0,4"
133412		27	18	4
133413		"36,5"	"29,5"	"21,5"
133414		23	10	"0,8"
133415		23	9	10
133416		49	28	19
133417		26	"12,5"	"0,8"
133418		"26,5"	10	"7,2"
133419		25	"12,5"	"2,1"
133420		60	"27,5"	25
133421		25	"12,5"	"12,5"
133422		"21,5"	10	"0,7"
133423		"21,5"	10	4
133424		57	"25,5"	25
133425		24	12	"2,1"
133426		24	12	"12,5"
133427		52	26	18
133428		"24,5"	"10,5"	"1,7"
133429		"24,5"	"10,5"	10
133430		"24,5"	11	"0,8"
133431		55	"27,5"	18
133432		"24,5"	11	"9,5"
133433		25	"11,5"	"0,8"
133434		55	27	21
133435		63	30	20
133436		26	"12,5"	"9,5"
133437		42	"22,5"	42
133438		"21,5"	"8,5"	"0,7"
133439		"21,5"	"8,5"	8
133440		54	24	13
133441		"22,5"	11	"0,9"
133442		"22,5"	11	"5,5"
133443		"27,5"	13	"2,5"
133444		62	"26,5"	"27,5"
133445		"22,5"	"10,5"	"2,2"
133446		51	24	25
133447		"22,5"	"10,5"	13
133448		22	11	"0,6"
133449		22	11	"3,5"
133450		57	28	17
133451		25	12	"8,5"
133452		25	12	"1,4"
133453		"22,5"	11	10
133454		"22,5"	11	"1,7"
133455		51	"24,5"	20
133456		25	12	"0,9"
133457		58	28	22
133458		25	12	11
133459		23	11	1
133460		23	11	12
133461		52	"24,5"	24
133462		25	12	"2,3"
133463		25	"11,5"	14
133464		38	28	34
133465		"22,5"	"9,5"	"0,8"
133466		50	"18,5"	26
133467		"22,5"	"9,5"	"9,5"
133468		22	10	"0,9"
133469		47	25	12
133470		"24,5"	12	"0,8"
133471		"24,5"	12	10
133472		56	19	"26,5"
133473		24	"11,5"	"0,8"
133474		24	"11,5"	5
133475		"55,5"	27	10
133476		"25,5"	12	1
133477		"25,5"	12	12
133478		61	"27,5"	"24,5"
133479		58	28	11
133480		26	12	"0,8"
133481		26	12	5
133482		"20,5"	10	10
133483		"20,5"	10	"1,7"
133484		49	"22,5"	20
133485		22	13	1
133486		63	29	25
133487		28	"13,5"	12
133488		39	28	24
133489		"28,5"	14	"1,3"
133490		"27,5"	"12,5"	8
133491		27	"11,5"	10
133492		27	"11,5"	"0,8"
133493		22	"10,5"	"0,9"
133494		52	"25,5"	12
133495		"29,5"	14	"17,5"
133496		54	32	36
133497		"28,5"	16	3
133498		26	11	9
133499		42	25	22
133500		25	"10,5"	1
133501		21	11	"2,3"
133502		24	11	"1,3"
133503		40	26	24
133504		24	10	8
133505		21	"10,5"	"2,2"
133506		21	"10,5"	13
133507		"49,5"	23	25
133508		22	9	"0,8"
133509		22	9	5
133510		58	26	27
133511		25	12	"0,8"
133512		38	31	29
133513		58	26	12
133514		55	25	12
133515		"23,5"	"11,5"	1
133516		"23,5"	"11,5"	6
133517		"25,5"	"12,5"	"0,9"
133518		"25,5"	12	11
133519		28	15	"2,3"
133520		28	15	14
133521		52	25	18
133522		23	10	9
133523		23	10	"1,5"
133524		21	10	"0,8"
133525		21	10	5
133526		"31,5"	"16,5"	3
133527		"31,5"	"14,5"	"17,5"
133528		62	36	40
133529		"22,5"	"10,5"	8
133530		51	24	17
133531		"22,5"	"10,5"	"0,7"
133532		30	"12,5"	"10,5"
133533		19	9	10
133534		19	9	"1,7"
133535		46	20	20
133536		23	11	10
133537		54	25	"20,5"
133538		23	11	"0,8"
133539		"26,5"	11	"0,8"
133540		"26,5"	11	"9,5"
133541		29	12	10
133542		27	"11,5"	1
133543		27	13	"17,5"
133544		27	10	"7,2"
133545		27	12	"0,9"
133546		58	"26,5"	"26,5"
133547		55	53	23
133548		21	9	1
133549		21	9	12
133550		26	12	10
133551		59	28	18
133552		26	12	"1,7"
133553		25	12	"9,5"
133554		61	29	19
133555		"24,5"	"12,5"	1
133556		"24,5"	"12,5"	6
133557		59	"26,5"	12
133558		"22,5"	10	"0,8"
133559		48	27	19
133560		57	"27,5"	"53,5"
133561		26	"11,5"	12
133562		23	34	"12,5"
133563		"24,5"	"12,7"	9
133564		"24,5"	"12,7"	"0,8"
133565		66	32	24
133566		54	25	10
133567		22	"10,5"	"4,5"
133568		22	"10,5"	"0,8"
133569		23	11	"1,7"
133570		"51,5"	25	20
133571		25	10	8
133572		"21,5"	9	1
133573		24	13	"0,5"
133574		72	"29,5"	18
133575		28	"15,5"	"8,5"
133576		29	"15,5"	"1,5"
133577		51	18	25
133578		23	11	"9,5"
133579		"25,5"	14	"1,5"
133580		"25,5"	14	9
133581		65	27	18
133582		"52,5"	"24,5"	24
133583		24	11	12
133584		24	"10,5"	"1,7"
133585		24	"11,5"	"2,5"
133586		59	"25,5"	26
133587		24	"11,5"	15
133588		25	13	"0,8"
133589		25	13	9
133590		38	29	29
133591		27	13	15
133592		27	13	"2,5"
133593		62	26	"27,5"
133594		26	12	"2,3"
133595		"61,5"	27	30
133596		27	"12,5"	"2,5"
133597		27	"12,5"	15
133598		27	"12,5"	"1,7"
133599		27	"12,5"	10
133600		"25,5"	12	"0,8"
133601		"25,5"	12	10
133602		"59,5"	"27,5"	20
133603		"22,5"	"9,5"	"0,7"
133604		"22,5"	"9,5"	8
133605		44	"24,5"	42
133606		25	11	1
133607		53	27	25
133608		27	"14,5"	"1,5"
133609		70	29	19
133610		27	"14,5"	"9,5"
133611		"21,5"	11	10
133612		"21,5"	11	"1,7"
133613		"49,5"	"23,5"	20
133614		"23,5"	"10,5"	"1,7"
133615		"23,5"	10	10
133616		"27,5"	13	12
133617		"62,5"	"29,5"	"24,5"
133618		"27,5"	13	1
133619		24	11	"0,8"
133620		24	11	10
133621		25	"12,5"	"0,9"
133622		25	"12,5"	"5,5"
133623		62	"27,5"	12
133624		23	"10,5"	"0,7"
133625		23	"10,5"	8
133626		27	12	12
133627		61	"28,5"	"24,5"
133628		"53,5"	"25,5"	12
133629		62	28	55
133630		27	13	12
133631		27	13	"1,2"
133632		22	11	"2,3"
133633		22	10	15
133634		55	23	24
133635		"25,5"	12	8
133636		25	"11,5"	"1,3"
133637		25	"10,5"	"8,5"
133638		52	28	24
133639		28	11	11
133640		28	11	"0,9"
133641		22	"10,5"	1
133642		51	"24,5"	13
133643		22	"10,5"	6
133644		26	"12,5"	"1,3"
133645		26	"12,5"	8
133646		24	11	"10,5"
133647		24	11	"0,9"
133648		56	28	22
133649		"51,5"	25	13
