"Dimension Id"	Beskrivning	Längd	Bredd	Höjd
106178		53	53	66
106179		"40,5"	"42,5"	"3,5"
106180		58	39	30
106181		24	24	22
106182		50	26	50
106183		20	"13,5"	"2,4"
106184		48	34	31
106185		95	14	2
106186		14	65	5
106187		65	14	2
106188		28	8	30
106189		38	58	"2,5"
106190		"14,5"	35	"31,5"
106191		40	60	2
106192		50	36	"12,8"
106193		51	34	"12,5"
106194		50	31	"12,8"
106195		63	"3,7"	42
106196		36	31	"14,5"
106197		38	35	"14,5"
106198		30	27	27
106199		"9,5"	13	16
106200		75	37	12
106201		8	14	24
106202		21	16	9
106203		7	5	5
106204		6	24	6
106205		39	"25,5"	"12,5"
106206		"24,5"	"7,5"	"23,5"
106207		3	"7,5"	"23,5"
106208		5	"13,8"	18
106209		"28,2"	12	"50,5"
106210		"19,6"	"19,6"	"20,1"
106211		60	40	"17,2"
106212		9	9	"12,5"
106213		11	5	5
106214		11	18	38
106215		24	15	"7,6"
106216		12	12	13
106217		"24,5"	"24,5"	"25,5"
106218		15	15	"20,5"
106219		6	"13,5"	26
106220		6	23	28
106221		27	6	20
106222		83	35	10
106223		38	25	26
106224		12	25	45
106225		7	38	54
106226		5	9	16
106227		4	3	18
106228		7	"12,5"	19
106229		5	9	21
106230		19	25	13
106231		"13,3"	"16,6"	"13,3"
106232		"0,7"	"10,5"	13
106233		"8,8"	12	"2,8"
106234		34	14	21
106235		12	27	48
106236		4	13	20
106237		"19,7"	"9,9"	"14,4"
106238		"1,5"	"10,5"	20
106239		15	"2,5"	"1,5"
106240		32	25	18
106241		39	39	33
106242		"2,3"	"9,6"	"16,2"
106243		"19,4"	10	17
106244		"6,4"	"13,5"	20
106245		"39,4"	15	"22,5"
106246		"2,4"	8	"11,1"
106247		"24,3"	"8,4"	"11,5"
106248		3	10	"17,3"
106249		"3,5"	13	"18,5"
106250		23	15	33
106251		"21,5"	2	32
106252		9	13	27
106253		25	"26,8"	"29,7"
106254		40	65	10
106255		2	"17,4"	10
106256		"18,7"	"17,6"	"10,1"
106257		30	30	"17,5"
106258		20	15	42
106259		60	14	40
106260		81	"37,5"	15
106261		13	"37,5"	95
106262		1	"14,3"	"29,4"
106263		"8,8"	15	"30,5"
106264		"4,5"	"8,5"	"20,5"
106265		25	"8,5"	"8,5"
106266		"12,3"	27	"20,5"
106267		49	27	"20,5"
106268		36	"21,3"	25
106269		"27,5"	7	22
106270		13	23	42
106271		"39,5"	"29,8"	"30,1"
106272		26	3	2
106273		72	"37,5"	17
106274		87	"37,5"	15
106275		4	7	16
106276		"6,4"	"13,2"	"20,2"
106277		26	20	30
106278		44	25	8
106279		9	"19,5"	40
106280		36	36	21
106281		"19,4"	"13,4"	"18,5"
106282		"2,2"	12	20
106283		26	8	4
106284		27	"4,5"	"3,5"
106285		35	28	5
106286		35	28	20
106287		12	35	55
106288		12	32	82
106289		7	26	34
106290		"22,5"	39	"21,8"
106291		13	"22,5"	"18,5"
106292		120	80	"96,5"
106293		8	24	55
106294		"4,8"	"14,8"	"23,1"
106295		"36,5"	"15,6"	"23,6"
106296		"38,7"	"19,8"	"14,8"
106297		19	"9,3"	"14,3"
106298		7	13	21
106299		38	13	"15,4"
106300		4	19	14
106301		46	23	"12,5"
106302		19	20	9
106303		8	"13,5"	20
106304		37	28	20
106305		24	"4,6"	"3,1"
106306		"3,5"	13	"23,5"
106307		"21,5"	"13,5"	24
106308		6	24	29
106309		15	"1,5"	"1,5"
106310		23	15	4
106311		60	40	"11,5"
106312		64	30	16
106313		39	"29,5"	"14,5"
106314		"14,5"	"19,5"	"5,8"
106315		39	28	19
106316		60	37	11
106317		5	18	23
106318		13	12	7
106319		23	33	"23,1"
106320		34	22	14
106321		"39,8"	"32,8"	"31,6"
106322		75	40	13
106323		81	35	10
106324		"19,7"	8	"14,5"
106325		"9,9"	"9,9"	12
106326		"41,5"	"31,4"	"12,5"
106327		36	19	10
106328		2	15	36
106329		3	15	36
106330		22	5	5
106331		72	"37,5"	"11,5"
106332		62	42	11
106333		"1,5"	18	"9,5"
106334		"19,1"	"18,8"	10
106335		"7,5"	"7,5"	"5,9"
106336		80	53	15
106337		29	17	"21,7"
106338		"4,7"	"15,9"	"20,6"
106339		7	"9,5"	20
106340		24	39	"20,5"
106341		4	18	18
106342		"37,5"	26	24
106343		"12,5"	26	43
106344		3	25	26
106345		"34,5"	"17,9"	"23,8"
106346		"17,5"	3	12
106347		"26,5"	"3,5"	"5,7"
106348		8	25	40
106349		"28,4"	21	"30,8"
106350		"13,5"	20	"7,3"
106351		8	14	33
106352		"7,5"	"5,5"	"2,5"
106353		61	20	"40,5"
106354		38	19	"23,5"
106355		11	19	"22,5"
106356		12	8	2
106357		38	"18,7"	24
106358		65	40	12
106359		15	26	26
106360		61	26	26
106361		6	11	"21,5"
106362		40	"29,5"	16
106363		"19,5"	"28,5"	"26,5"
106364		60	"19,5"	18
106365		10	"19,5"	18
106366		"14,5"	50	26
106367		40	"25,5"	"26,2"
106368		67	43	13
106369		21	5	5
106370		"8,5"	"8,5"	22
106371		30	"10,5"	40
106372		80	26	5
106373		"20,5"	30	"15,5"
106374		26	2	2
106375		40	25	9
106376		"7,2"	"16,9"	"24,1"
106377		29	17	"24,2"
106378		9	22	35
106379		"29,1"	"38,4"	"27,2"
106380		35	10	75
106381		"2,3"	"9,2"	"17,2"
106382		20	10	18
106383		"8,6"	"5,2"	"5,2"
106384		87	"37,5"	17
106385		9	9	"3,5"
106386		"3,5"	13	"20,5"
106387		18	8	13
106388		"44,2"	"30,3"	"21,6"
106389		"9,5"	"9,5"	"18,5"
106390		65	35	10
106391		"7,3"	"7,3"	"10,8"
106392		24	24	20
106393		24	15	7
106394		41	32	24
106395		13	"1,5"	"1,5"
106396		12	"25,5"	18
106397		48	"25,5"	18
106398		3	8	20
106399		50	40	15
106400		24	18	7
106401		26	19	9
106402		"19,5"	"38,5"	"14,8"
106403		19	"9,2"	14
106404		27	"21,5"	"11,7"
106405		61	44	8
106406		"12,5"	43	26
106407		66	38	9
106408		9	13	17
106409		15	12	3
106410		"3,4"	3	3
106411		18	3	7
106412		60	40	10
106413		38	19	12
106414		"11,4"	5	5
106415		78	40	"15,7"
106416		28	17	38
106417		20	80	14
106418		"3,3"	"6,6"	"11,1"
106419		"33,2"	7	"11,5"
106420		56	27	17
106421		48	27	27
106422		8	13	"15,5"
106423		2	14	16
106424		17	5	12
106425		"16,2"	"24,2"	"31,7"
106426		"26,6"	"67,2"	"34,8"
106427		39	"28,5"	"28,5"
106428		47	29	"24,5"
106429		12	29	41
106430		"1,6"	9	"13,2"
106431		21	"9,7"	"14,3"
106432		"2,5"	14	"35,5"
106433		"4,1"	"23,5"	"5,5"
106434		92	50	13
106435		75	43	10
106436		81	"37,5"	"11,5"
106437		"1,5"	12	18
106438		18	"7,1"	"23,9"
106439		"29,8"	"15,8"	"25,8"
106440		78	"39,5"	12
106441		2	12	"12,8"
106442		61	"34,5"	12
106443		"23,5"	13	"3,5"
106444		5	5	7
106445		70	40	13
106446		50	30	13
106447		120	80	116
106448		"5,8"	"14,5"	"19,5"
106449		"5,7"	"8,4"	"7,2"
106450		"22,8"	10	"12,4"
106451		20	27	18
106452		"66,5"	"37,5"	9
106453		"23,5"	18	"13,5"
106454		13	6	22
106455		"19,6"	"22,5"	"7,1"
106456		12	12	22
106457		"5,7"	"5,7"	19
106458		"8,5"	"6,5"	33
106459		26	19	10
106460		"27,5"	24	3
106461		"28,7"	"24,8"	18
106462		80	11	40
106463		21	15	3
106464		30	19	17
106465		60	"14,5"	50
106466		"17,5"	8	"24,1"
106467		1	"4,3"	"23,3"
106468		25	25	"17,5"
106469		12	12	8
106470		6	1	2
106471		"23,3"	"10,8"	"14,5"
106472		"22,3"	"8,7"	"8,7"
106473		29	7	14
106474		"28,5"	"16,5"	"28,5"
106475		"9,5"	"21,4"	14
106476		40	"22,2"	15
106477		"37,5"	26	43
106478		"6,5"	13	23
106479		10	20	38
106480		40	80	100
106481		"2,5"	"13,5"	22
106482		12	2	18
106483		"20,5"	12	"6,6"
106484		"71,5"	49	13
106485		"10,5"	"18,1"	"18,8"
106486		22	22	18
106487		60	"17,2"	40
106488		21	10	7
106489		15	"3,5"	"3,5"
106490		60	40	12
106491		39	24	20
106492		"15,5"	8	13
106493		61	40	14
106494		20	"3,5"	"2,5"
106495		120	80	118
106496		20	"10,5"	"10,5"
106497		80	40	"10,6"
106498		"34,5"	"33,5"	8
106499		80	39	10
106500		"19,9"	"19,9"	"21,5"
106501		24	"52,4"	"31,2"
106502		"12,4"	"21,6"	"28,6"
106503		2	12	11
106504		2	14	"35,5"
106505		9	13	19
106506		80	40	"11,4"
106507		"3,5"	7	"21,5"
106508		22	6	6
106509		9	6	16
106510		9	4	16
106511		5	18	25
106512		30	12	50
106513		60	38	12
106514		120	80	105
106515		60	37	8
106516		74	39	11
106517		64	"37,5"	"10,5"
106518		28	"3,5"	"2,5"
106519		"16,5"	13	13
106520		39	19	28
106521		6	"10,5"	19
106522		"39,5"	"12,7"	20
106523		7	"9,5"	"37,5"
106524		72	44	10
106525		25	17	10
106526		70	35	12
106527		"19,4"	17	10
106528		"2,3"	"16,2"	"9,6"
106529		38	19	10
106530		10	15	23
106531		22	16	16
106532		"7,5"	"7,5"	26
106533		13	25	40
106534		40	"23,5"	9
106535		6	15	8
106536		30	"26,5"	"5,5"
106537		"15,1"	39	"19,9"
106538		55	30	12
106539		38	30	13
106540		19	"1,5"	34
106541		78	43	14
106542		19	11	34
106543		13	30	38
106544		"4,7"	8	18
106545		62	30	8
106546		"6,5"	"12,2"	18
106547		7	29	20
106548		4	6	20
106549		29	29	26
106550		"35,5"	13	33
106551		"4,5"	"10,7"	"8,4"
106552		"4,5"	"9,5"	"22,5"
106553		"1,5"	10	4
106554		60	21	40
106555		25	14	8
106556		120	80	113
106557		"5,8"	"19,5"	"14,5"
106558		"9,7"	"18,3"	14
106559		"39,2"	"18,5"	"14,3"
106560		80	40	"12,2"
106561		27	24	5
106562		"6,5"	"6,5"	"21,5"
106563		74	39	12
106564		13	8	9
106565		28	28	23
106566		15	6	12
106567		12	"2,5"	3
106568		30	22	15
106569		29	24	6
106570		38	26	"12,8"
106571		24	6	6
106572		28	"23,7"	21
106573		"39,9"	"19,7"	"14,4"
106574		60	"37,5"	10
106575		6	15	22
106576		20	9	14
106577		"2,4"	"3,5"	3
106578		30	15	"15,5"
106579		"4,9"	14	"15,2"
106580		"22,8"	"10,9"	"15,3"
106581		26	14	6
106582		40	38	15
106583		60	40	14
106584		39	"22,5"	"22,3"
106585		39	25	22
106586		11	26	42
106587		3	14	"23,4"
106588		29	"24,5"	25
106589		70	40	"12,5"
106590		2	10	"17,4"
106591		"19,4"	"10,6"	18
106592		22	13	17
106593		13	26	"43,5"
106594		55	36	17
106595		32	24	55
106596		45	40	25
106597		"9,5"	13	"21,5"
106598		11	15	13
106599		"5,2"	"14,6"	26
106600		"59,6"	"16,8"	"27,6"
106601		30	13	38
106602		14	27	58
106603		42	27	24
106604		55	20	6
106605		55	16	5
106606		65	18	5
106607		65	20	6
106608		138	20	12
106609		140	22	16
106610		32	7	1
106611		43	18	6
106612		18	18	"15,5"
106613		60	15	10
106614		80	21	10
106615		138	20	9
106616		140	21	12
106617		"11,5"	15	21
106618		9	41	50
106619		95	14	5
106620		"13,2"	"6,3"	"12,9"
106621		25	20	5
106622		"36,5"	"30,5"	"28,5"
106623		59	32	39
106624		2	10	10
106625		20	38	20
106626		39	16	19
106627		52	34	12
106628		9	33	40
106629		"24,5"	4	22
106630		6	29	39
106631		4	16	42
106632		18	6	"5,5"
106633		"26,5"	4	15
106634		33	2	18
106635		3	18	30
106636		9	33	55
106637		79	59	"34,8"
106638		37	37	33
106639		12	12	3
106640		34	14	12
106641		70	6	6
106642		72	29	24
106643		66	20	16
106644		60	16	2
106645		"35,6"	22	"15,2"
106646		3	"20,5"	27
106647		1	1	20
106648		1	25	1
106649		55	39	24
106650		32	"4,5"	19
106651		29	44	8
106652		31	23	4
106653		29	19	18
106654		41	30	22
106655		13	"5,5"	"2,2"
106656		"42,5"	"14,5"	"0,5"
106657		33	33	"1,5"
106658		55	"4,1"	"5,5"
106659		15	130	6
106660		120	80	80
106661		17	"9,5"	12
106662		7	11	"18,5"
106663		33	33	"0,8"
106664		22	"11,5"	"13,5"
106665		21	"7,5"	2
106666		13	"6,5"	3
106667		51	41	"0,5"
106668		"17,5"	13	"3,5"
106669		2	1	13
106670		30	15	10
106671		41	26	"18,5"
106672		57	49	10
106673		51	41	7
106674		44	23	1
106675		35	30	30
106676		"10,5"	8	"12,5"
106677		"3,5"	9	"13,5"
106678		"6,5"	"10,1"	"15,1"
106679		104	15	15
106680		"33,8"	42	"17,3"
106681		20	12	12
106682		"3,5"	"9,5"	"11,5"
106683		11	"11,2"	10
106684		49	"12,5"	30
106685		19	17	10
106686		"3,5"	9	16
106687		8	8	20
106688		19	20	18
106689		20	38	"53,5"
106690		68	"19,5"	"19,5"
106691		12	11	"1,2"
106692		"56,4"	"37,6"	"18,8"
106693		"13,3"	"12,1"	"1,6"
106694		"13,5"	"12,8"	"1,6"
106695		"12,3"	11	"1,2"
106696		"13,3"	"13,4"	"1,6"
106697		"12,3"	"11,3"	"1,2"
106698		"12,1"	"11,6"	"1,2"
106699		"13,8"	"12,9"	"1,6"
106700		"12,5"	"11,5"	"1,2"
106701		"12,5"	11	"1,2"
106702		15	8	17
106703		113	"48,3"	"25,4"
106704		3	15	20
106705		"4,8"	"6,2"	"7,4"
106706		40	15	35
106707		"22,5"	"22,5"	"20,5"
106708		18	18	"16,5"
106709		1	"5,5"	22
106710		4	"8,4"	"21,5"
106711		36	35	58
106712		31	11	7
106713		"60,5"	"12,5"	"3,5"
106714		"57,1"	"62,8"	"34,2"
106715		"28,2"	"49,5"	"10,1"
106716		16	3	11
106717		54	68	3
106718		34	30	24
106719		26	10	"0,3"
106720		33	29	12
106721		16	11	"2,5"
106722		30	25	8
106723		29	12	33
106724		50	35	12
106725		"26,5"	"10,3"	"0,2"
106726		"10,1"	"24,2"	"27,8"
106727		60	45	"0,2"
106728		12	"5,5"	6
106729		180	100	1
106730		9	14	9
106731		187	"15,7"	"24,5"
106732		8	2	12
106733		186	17	24
106734		25	10	40
106735		56	45	29
106736		3	35	50
106737		6	12	10
106738		7	7	15
106739		21	"20,8"	"25,6"
106740		"6,8"	10	"12,3"
106741		"4,5"	"5,4"	"12,3"
106742		"24,4"	"19,3"	"13,1"
106743		"34,4"	"19,3"	"13,1"
106744		"3,5"	6	"14,7"
106745		"11,3"	"10,2"	"16,5"
106746		"26,5"	"26,5"	23
106747		21	"20,8"	"25,5"
106748		13	6	29
106749		4	4	45
106750		15	6	"23,5"
106751		50	50	5
106752		66	36	14
106753		"3,5"	"3,5"	14
106754		42	26	8
106755		30	5	2
106756		162	46	20
106757		"103,5"	18	8
106758		"19,8"	"19,8"	"12,8"
106759		"9,5"	"9,5"	"8,5"
106760		25	25	1
106761		20	10	4
106762		"10,5"	"10,5"	"10,5"
106763		"0,4"	"1,8"	45
106764		85	65	65
106765		13	19	35
106766		43	43	4
106767		48	46	10
106768		"27,5"	15	"3,5"
106769		"6,2"	14	"26,5"
106770		"12,5"	30	"18,5"
106771		50	36	29
106772		50	36	"4,5"
106773		60	38	23
106774		36	29	"1,5"
106775		"36,25"	30	3
106776		40	26	10
106777		67	"9,5"	"5,5"
106778		"0,5"	"3,9"	50
106779		"0,5"	3	47
106780		2	"11,5"	24
106781		"23,5"	"27,5"	"25,1"
106782		13	41	"27,5"
106783		35	22	30
106784		42	42	36
106785		"19,5"	"19,5"	17
106786		6	"10,5"	"23,5"
106787		4	35	"31,5"
106788		75	75	3
106789		3	"6,5"	20
106790		3	9	15
106791		3	8	11
106792		"56,5"	"33,5"	43
106793		"4,5"	9	14
106794		2	"6,5"	"14,5"
106795		"5,3"	"8,7"	16
106796		"1,8"	"8,5"	"12,5"
106797		"64,7"	"3,5"	"0,2"
106798		4	12	30
106799		59	39	22
106800		"0,2"	"2,5"	30
106801		25	14	12
106802		35	35	"38,5"
106803		"34,5"	"16,5"	47
106804		5	9	25
106805		17	17	"8,5"
106806		"10,5"	"10,5"	"30,7"
106807		"10,4"	"10,1"	"5,5"
106808		3	9	"14,5"
106809		"51,5"	"27,5"	43
106810		"20,5"	13	25
106811		80	42	42
106812		"8,5"	6	"37,5"
106813		115	115	35
106814		120	"18,5"	"33,5"
106815		4	9	13
106816		"11,4"	22	28
106817		21	"1,8"	"1,8"
106818		"10,2"	"5,7"	"3,5"
106819		"4,5"	9	"16,5"
106820		"35,9"	26	7
106821		"9,4"	"20,1"	"20,1"
106822		"3,5"	12	24
106823		9	16	9
106824		10	"16,5"	10
106825		"18,9"	"26,5"	"23,12"
106826		13	45	12
106827		30	20	2
106828		100	67	20
106829		"4,5"	13	"15,5"
106830		"3,5"	9	13
106831		"9,5"	"25,2"	"30,9"
106832		92	80	2
106833		"1,5"	12	15
106834		"4,5"	9	"12,5"
106835		61	25	41
106836		"1,4"	"8,5"	"12,5"
106837		80	31	20
106838		"5,5"	18	22
106839		28	20	8
106840		10	"34,5"	10
106841		"4,5"	"4,5"	7
106842		7	15	26
106843		"4,5"	"7,5"	"10,5"
106844		"3,5"	"6,5"	12
106845		2	33	14
106846		8	13	8
106847		"3,5"	"7,5"	"11,8"
106848		"13,5"	"8,8"	"13,3"
106849		4	11	"22,5"
106850		"4,5"	"11,5"	"15,5"
106851		17	"7,7"	4
106852		6	6	"1,5"
106853		115	"4,5"	4
106854		16	22	"7,5"
106855		7	7	13
106856		35	25	2
106857		22	"16,5"	"6,5"
106858		20	20	9
106859		"4,5"	"2,5"	45
106860		5	"12,5"	5
106861		"20,7"	15	12
106862		"30,8"	"21,6"	"24,6"
106863		"3,5"	9	12
106864		109	17	8
106865		140	16	4
106866		17	14	19
106867		"4,2"	"16,2"	"23,8"
106868		13	13	22
106869		42	30	46
106870		"14,5"	"14,5"	12
106871		13	2	2
106872		5	27	27
106873		36	27	27
106874		"17,5"	"17,5"	"14,7"
106875		18	14	20
106876		8	8	"1,5"
106877		19	12	25
106878		24	48	21
106879		36	36	16
106880		10	25	25
106881		17	12	15
106882		"16,8"	"16,8"	"13,5"
106883		55	36	30
106884		39	39	29
106885		38	38	9
106886		16	12	"14,5"
106887		34	34	15
106888		38	14	23
106889		20	7	20
106890		53	36	32
106891		30	20	8
106892		40	9	11
106893		"41,5"	"29,5"	"21,5"
106894		15	10	5
106895		65	50	25
106896		27	27	36
106897		44	38	58
106898		42	53	15
106899		54	45	1
106900		"39,8"	"44,8"	"28,8"
106901		26	145	60
106902		75	35	38
106903		40	52	3
106904		43	53	23
106905		26	145	80
106906		84	31	"45,5"
106907		23	30	"14,5"
106908		54	45	6
106909		42	53	18
106910		40	56	2
106911		43	53	19
106912		16	15	6
106913		"65,5"	47	"30,5"
106914		54	45	2
106915		42	53	21
106916		42	53	20
106917		38	57	8
106918		43	53	14
106919		38	53	2
106920		49	61	13
106921		35	56	1
106922		10	4	55
106923		120	80	215
106924		54	"11,4"	6
106925		26	145	26
106926		64	37	7
106927		42	63	17
106928		32	91	185
106929		21	90	185
106930		"0,9"	10	14
106931		9	20	"14,5"
106932		40	57	4
106933		42	53	19
106934		42	53	23
106935		54	45	11
106936		"60,5"	54	"6,5"
106937		"4,5"	9	20
106938		13	15	3
106939		51	8	1
106940		14	7	4
106941		21	5	17
106942		28	24	3
106943		"10,5"	18	"8,5"
106944		97	"66,5"	"47,8"
106945		104	25	12
106946		32	25	30
106947		"45,5"	18	"13,5"
106948		44	15	"13,5"
106949		75	36	34
106950		53	"24,7"	"32,5"
106951		114	"19,5"	"21,5"
106952		"8,5"	"21,5"	"21,5"
106953		18	18	35
106954		56	38	37
106955		200	100	1
106956		34	"15,5"	12
106957		10	35	10
106958		"107,8"	"67,8"	88
106959		"0,5"	"0,5"	4
106960		29	10	"2,6"
106961		6	"1,5"	"2,5"
106962		30	35	8
106963		3	"2,5"	1
106964		34	20	10
106965		9	"0,6"	"0,5"
106966		26	6	6
106967		12	19	25
106968		"1,3"	"1,9"	"8,5"
106969		14	9	5
106970		"30,5"	18	"10,5"
106971		"32,5"	"32,5"	35
106972		"8,5"	18	24
106973		"33,6"	"27,6"	"24,5"
106974		26	24	6
106975		47	27	12
106976		29	"19,5"	10
106977		23	23	32
106978		45	40	11
106979		"14,1"	9	"10,7"
106980		"47,5"	29	"16,5"
106981		"3,5"	28	17
106982		200	"1,5"	"1,5"
106983		5	"7,5"	50
106984		163	"41,3"	8
106985		"3,5"	"7,5"	"39,5"
106986		160	"2,8"	"2,8"
106987		117	"17,8"	6
106988		61	27	"13,5"
106989		"0,8"	"0,8"	38
106990		163	"41,3"	"8,5"
106991		190	"57,5"	3
106992		117	"20,1"	"9,5"
106993		51	6	2
106994		"2,5"	"4,5"	9
106995		10	2	2
106996		37	50	11
106997		10	20	30
106998		6	11	15
106999		2	9	23
107000		65	30	50
107001		50	"22,5"	43
107002		21	"15,5"	20
107003		"2,5"	"6,5"	"26,5"
107004		27	27	"8,5"
107005		"55,5"	29	35
107006		30	"19,5"	13
107007		"12,5"	30	40
107008		180	26	26
107009		"9,8"	"1,5"	"35,2"
107010		"4,5"	12	"22,3"
107011		13	"22,5"	18
107012		19	"12,5"	"29,5"
107013		10	16	40
107014		50	26	4
107015		3	30	9
107016		9	6	"18,5"
107017		7	33	44
107018		6	6	23
107019		24	18	23
107020		40	46	15
107021		10	5	5
107022		36	5	5
107023		40	33	1
107024		7	33	49
107025		4	10	27
107026		2	43	7
107027		1	5	15
107028		6	7	13
107029		72	40	13
107030		61	40	11
107031		"30,4"	31	"13,3"
107032		73	37	25
107033		51	26	7
107034		47	15	37
107035		80	36	21
107036		50	28	8
107037		13	25	28
107038		14	"15,5"	12
107039		"17,6"	"3,9"	"10,8"
107040		10	"38,5"	"38,5"
107041		"10,7"	38	"37,5"
107042		"3,8"	"14,3"	"21,5"
107043		45	45	250
107044		25	25	100
107045		"4,3"	"17,5"	"25,3"
107046		260	120	240
107047		40	8	20
107048		18	9	5
107049		74	20	7
107050		16	"5,7"	"19,2"
107051		80	60	35
107052		80	64	56
107053		40	"0,5"	35
107054		34	30	21
107055		40	30	5
107056		25	30	25
107057		"10,5"	"10,3"	"5,2"
107058		27	"15,7"	"5,7"
107059		60	48	18
107060		55	18	37
107061		14	"8,7"	"1,75"
107062		14	"2,5"	"2,5"
107063		"10,2"	"15,2"	"23,5"
107064		18	25	50
107065		70	45	30
107066		30	56	60
107067		34	30	3
107068		8	11	30
107069		18	"13,5"	15
107070		80	60	136
107071		120	80	253
107072		47	42	47
107073		83	44	15
107074		180	120	80
107075		119	23	188
107076		12	"7,2"	"21,8"
107077		"10,5"	"10,5"	"23,3"
107078		"23,5"	18	"10,5"
107079		"18,8"	9	20
107080		60	53	48
107081		82	25	"20,5"
107082		46	"23,8"	"25,9"
107083		"1,9"	"8,5"	"10,5"
107084		"26,2"	"16,8"	"10,4"
107085		"13,5"	"0,3"	16
107086		"81,5"	35	32
107087		7	7	"18,5"
107088		30	"17,5"	101
107089		31	6	6
107090		"13,7"	"8,9"	"14,6"
107091		119	23	182
107092		120	8	180
107093		99	"31,5"	"31,8"
107094		"54,5"	"37,7"	"50,5"
107095		53	27	7
107096		"10,7"	8	"14,5"
107097		"31,5"	"25,4"	"12,4"
107098		"103,5"	"25,2"	12
107099		"49,4"	"27,2"	"25,4"
107100		150	"77,5"	110
107101		34	"31,5"	51
107102		"111,5"	"22,5"	11
107103		6	6	17
107104		27	6	3
107105		"62,7"	"41,2"	57
107106		71	71	109
107107		"55,9"	"40,6"	"43,18"
107108		170	"83,7"	112
107109		"18,1"	"12,5"	"7,7"
107110		"26,5"	"15,8"	"33,1"
107111		20	6	4
107112		"23,7"	"20,8"	"10,3"
107113		46	35	13
107114		78	40	33
107115		"22,6"	"13,6"	"15,5"
107116		"115,8"	"26,5"	23
107117		"53,7"	"34,7"	"49,4"
107118		"33,7"	"30,2"	"47,4"
107119		13	9	"9,9"
107120		11	6	"0,2"
107121		185	25	"16,5"
107122		38	30	"8,5"
107123		15	25	1
107124		46	32	10
107125		"2,5"	2	"0,7"
107126		54	42	42
107127		17	42	"11,5"
107128		26	26	6
107129		37	12	"10,5"
107130		34	34	19
107131		43	6	"13,2"
107132		43	28	17
107133		13	7	16
107134		"20,2"	18	16
107135		39	31	8
107136		13	6	18
107137		"12,9"	"9,3"	"8,9"
107138		59	79	"34,8"
107139		"31,5"	"31,5"	"2,5"
107140		295	40	23
107141		51	5	4
107142		13	21	14
107143		"10,5"	9	8
107144		17	23	18
107145		10	22	35
107146		"63,5"	32	"0,1"
107147		14	11	7
107148		"15,3"	"15,3"	"4,8"
107149		200	"3,6"	"4,7"
107150		44	32	3
107151		48	40	3
107152		30	25	49
107153		300	"3,6"	"4,7"
107154		46	6	6
107155		"16,5"	6	"8,1"
107156		80	80	"27,9"
107157		120	80	"28,12"
107158		"103,7"	25	"19,5"
107159		"18,5"	"9,5"	1
107160		"8,4"	"4,1"	"8,2"
107161		40	18	21
107162		44	8	2
107163		60	42	3
107164		"38,5"	26	19
107165		"4,3"	14	19
107166		25	20	4
107167		160	50	22
107168		"4,5"	13	27
107169		6	"11,5"	"22,5"
107170		"5,5"	"23,5"	25
107171		24	"20,5"	5
107172		38	39	29
107173		8	20	25
107174		33	15	14
107175		72	"20,5"	"18,2"
107176		120	75	27
107177		"102,9"	25	"11,9"
107178		144	130	10
107179		27	6	49
107180		92	37	6
107181		0	12	0
107182		0	9	0
107183		0	21	0
107184		0	17	0
107185		0	"10,5"	0
107186		0	11	0
107187		50	3	"4,5"
107188		4	29	40
107189		36	22	30
107190		36	20	11
107191		"16,5"	"15,5"	"14,5"
107192		30	26	3
107193		"19,5"	"4,7"	"12,2"
107194		11	3	"0,5"
107195		67	29	3
107196		55	50	8
107197		12	20	24
107198		"5,4"	"15,2"	"12,7"
107199		33	"18,4"	"30,5"
107200		18	8	5
107201		24	34	66
107202		"14,5"	"14,5"	"14,5"
107203		4	34	50
107204		29	13	1
107205		53	46	3
107206		"52,5"	6	3
107207		"2,2"	"2,2"	"2,22"
107208		35	35	10
107209		26	11	"2,5"
107210		11	14	43
107211		11	56	21
107212		4	31	45
107213		2	9	2
107214		"20,6"	31	6
107215		4	"12,2"	28
107216		"2,5"	"6,5"	12
107217		2	35	50
107218		"14,5"	"14,5"	"18,5"
107219		61	46	22
107220		"23,5"	19	2
107221		33	25	55
107222		10	10	30
107223		4	52	27
107224		"13,8"	"3,2"	"9,6"
107225		"9,8"	"9,8"	"5,1"
107226		225	160	50
107227		"116,3"	103	26
107228		"6,5"	48	"46,5"
107229		225	160	45
107230		5	20	36
107231		"11,4"	"10,8"	"41,9"
107232		120	2	1
107233		8	21	8
107234		6	11	"18,5"
107235		44	31	20
107236		9	9	22
107237		3	"19,5"	25
107238		11	"11,9"	9
107239		"34,4"	25	"11,2"
107240		"6,6"	50	50
107241		6	40	43
107242		"19,6"	"16,9"	"7,1"
107243		"1,7"	"7,7"	"5,3"
107244		13	4	"10,5"
107245		5	4	3
107246		4	30	29
107247		6	"24,5"	"1,8"
107248		1	15	"20,5"
107249		7	12	13
107250		"10,5"	9	"8,5"
107251		"21,5"	19	9
107252		"1,5"	"6,5"	"12,5"
107253		"14,5"	"9,5"	7
107254		"16,5"	"3,4"	10
107255		5	4	4
107256		"38,1"	"26,4"	"13,67"
107257		"17,6"	4	"10,8"
107258		22	"17,2"	"17,8"
107259		18	4	4
107260		18	8	"14,2"
107261		20	21	5
107262		26	50	"0,2"
107263		"5,5"	"15,5"	46
107264		"6,9"	"6,9"	"4,9"
107265		40	40	22
107266		"7,5"	5	8
